train_steps,agent_steps,return,env_steps,env,run
2000,78260.0,156.9,313040.0,atari_space_invaders,atari_spaceinvaders_1
4000,169634.0,162.7,678536.0,atari_space_invaders,atari_spaceinvaders_1
6000,292030.0,314.7,1168120.0,atari_space_invaders,atari_spaceinvaders_1
8000,416271.0,308.4,1665084.0,atari_space_invaders,atari_spaceinvaders_1
10000,548199.5,374.7,2192798.0,atari_space_invaders,atari_spaceinvaders_1
12000,674863.0,380.1,2699452.0,atari_space_invaders,atari_spaceinvaders_1
14000,799506.0,334.6,3198024.0,atari_space_invaders,atari_spaceinvaders_1
16000,925195.5,393.5,3700782.0,atari_space_invaders,atari_spaceinvaders_1
18000,1044111.0,407.9,4176444.0,atari_space_invaders,atari_spaceinvaders_1
20000,1163843.5,364.0,4655374.0,atari_space_invaders,atari_spaceinvaders_1
22000,1283874.0,461.8,5135496.0,atari_space_invaders,atari_spaceinvaders_1
24000,1404226.0,484.6,5616904.0,atari_space_invaders,atari_spaceinvaders_1
26000,1524320.5,502.3,6097282.0,atari_space_invaders,atari_spaceinvaders_1
28000,1648329.0,435.7,6593316.0,atari_space_invaders,atari_spaceinvaders_1
30000,1773764.5,467.4,7095058.0,atari_space_invaders,atari_spaceinvaders_1
32000,1895876.0,475.8,7583504.0,atari_space_invaders,atari_spaceinvaders_1
34000,2019307.0,494.5,8077228.0,atari_space_invaders,atari_spaceinvaders_1
36000,2142014.5,479.2,8568058.0,atari_space_invaders,atari_spaceinvaders_1
38000,2260767.5,494.5,9043070.0,atari_space_invaders,atari_spaceinvaders_1
40000,2383841.0,500.1,9535364.0,atari_space_invaders,atari_spaceinvaders_1
42000,2507652.0,504.8,10030608.0,atari_space_invaders,atari_spaceinvaders_1
44000,2635174.5,521.1,10540698.0,atari_space_invaders,atari_spaceinvaders_1
46000,2756950.0,526.7,11027800.0,atari_space_invaders,atari_spaceinvaders_1
48000,2882709.0,499.4,11530836.0,atari_space_invaders,atari_spaceinvaders_1
50000,3001461.0,515.9,12005844.0,atari_space_invaders,atari_spaceinvaders_1
52000,3125002.5,520.6,12500010.0,atari_space_invaders,atari_spaceinvaders_1
54000,3250511.0,529.6,13002044.0,atari_space_invaders,atari_spaceinvaders_1
56000,3374701.5,552.1,13498806.0,atari_space_invaders,atari_spaceinvaders_1
58000,3497888.5,553.7,13991554.0,atari_space_invaders,atari_spaceinvaders_1
60000,3625151.5,543.8,14500606.0,atari_space_invaders,atari_spaceinvaders_1
62000,3753841.0,547.6,15015364.0,atari_space_invaders,atari_spaceinvaders_1
64000,3880102.5,586.6,15520410.0,atari_space_invaders,atari_spaceinvaders_1
66000,4005206.0,529.4,16020824.0,atari_space_invaders,atari_spaceinvaders_1
68000,4123592.0,560.4,16494368.0,atari_space_invaders,atari_spaceinvaders_1
