train_steps,agent_steps,return,env_steps,env,run
2000,60453.0,1.4,241812.0,atari_breakout,atari_breakout_0
4000,117100.0,1.8,468400.0,atari_breakout,atari_breakout_0
6000,193379.5,1.6,773518.0,atari_breakout,atari_breakout_0
8000,275939.5,1.6,1103758.0,atari_breakout,atari_breakout_0
10000,352172.0,3.1,1408688.0,atari_breakout,atari_breakout_0
12000,429891.0,4.1,1719564.0,atari_breakout,atari_breakout_0
14000,502819.5,4.9,2011278.0,atari_breakout,atari_breakout_0
16000,574725.0,4.7,2298900.0,atari_breakout,atari_breakout_0
18000,652072.0,7.2,2608288.0,atari_breakout,atari_breakout_0
20000,732359.5,8.3,2929438.0,atari_breakout,atari_breakout_0
22000,811801.5,8.8,3247206.0,atari_breakout,atari_breakout_0
24000,894179.5,8.5,3576718.0,atari_breakout,atari_breakout_0
26000,970709.5,9.4,3882838.0,atari_breakout,atari_breakout_0
28000,1050085.0,9.5,4200340.0,atari_breakout,atari_breakout_0
30000,1130218.5,9.8,4520874.0,atari_breakout,atari_breakout_0
32000,1207694.5,9.7,4830778.0,atari_breakout,atari_breakout_0
34000,1286510.0,11.6,5146040.0,atari_breakout,atari_breakout_0
36000,1365214.5,13.1,5460858.0,atari_breakout,atari_breakout_0
38000,1441510.5,12.6,5766042.0,atari_breakout,atari_breakout_0
40000,1523491.5,14.3,6093966.0,atari_breakout,atari_breakout_0
42000,1605373.0,14.9,6421492.0,atari_breakout,atari_breakout_0
44000,1685604.0,14.8,6742416.0,atari_breakout,atari_breakout_0
46000,1759139.0,16.5,7036556.0,atari_breakout,atari_breakout_0
48000,1833168.5,16.9,7332674.0,atari_breakout,atari_breakout_0
50000,1909878.5,17.1,7639514.0,atari_breakout,atari_breakout_0
52000,1986516.0,18.1,7946064.0,atari_breakout,atari_breakout_0
54000,2068544.0,18.1,8274176.0,atari_breakout,atari_breakout_0
56000,2149278.5,19.1,8597114.0,atari_breakout,atari_breakout_0
58000,2224721.5,18.6,8898886.0,atari_breakout,atari_breakout_0
60000,2303623.0,19.3,9214492.0,atari_breakout,atari_breakout_0
62000,2383535.5,19.5,9534142.0,atari_breakout,atari_breakout_0
64000,2461648.5,19.8,9846594.0,atari_breakout,atari_breakout_0
66000,2534329.0,20.4,10137316.0,atari_breakout,atari_breakout_0
68000,2611178.0,21.2,10444712.0,atari_breakout,atari_breakout_0
70000,2693400.5,21.1,10773602.0,atari_breakout,atari_breakout_0
72000,2774805.0,20.2,11099220.0,atari_breakout,atari_breakout_0
74000,2849585.5,20.5,11398342.0,atari_breakout,atari_breakout_0
76000,2920710.5,21.0,11682842.0,atari_breakout,atari_breakout_0
78000,2996201.5,22.1,11984806.0,atari_breakout,atari_breakout_0
80000,3072315.0,22.6,12289260.0,atari_breakout,atari_breakout_0
82000,3148758.0,21.5,12595032.0,atari_breakout,atari_breakout_0
84000,3225693.0,22.2,12902772.0,atari_breakout,atari_breakout_0
86000,3305367.5,24.7,13221470.0,atari_breakout,atari_breakout_0
88000,3378347.5,25.3,13513390.0,atari_breakout,atari_breakout_0
90000,3461501.0,25.4,13846004.0,atari_breakout,atari_breakout_0
92000,3537834.0,24.4,14151336.0,atari_breakout,atari_breakout_0
94000,3614774.5,24.0,14459098.0,atari_breakout,atari_breakout_0
96000,3689480.5,24.2,14757922.0,atari_breakout,atari_breakout_0
98000,3762661.5,29.8,15050646.0,atari_breakout,atari_breakout_0
100000,3838537.0,33.4,15354148.0,atari_breakout,atari_breakout_0
102000,3920294.5,28.8,15681178.0,atari_breakout,atari_breakout_0
104000,3998466.0,30.9,15993864.0,atari_breakout,atari_breakout_0
106000,4078324.0,35.1,16313296.0,atari_breakout,atari_breakout_0
108000,4150483.0,35.1,16601932.0,atari_breakout,atari_breakout_0
110000,4225955.0,29.5,16903820.0,atari_breakout,atari_breakout_0
112000,4305821.0,39.6,17223284.0,atari_breakout,atari_breakout_0
114000,4381664.0,35.9,17526656.0,atari_breakout,atari_breakout_0
116000,4458314.5,34.4,17833258.0,atari_breakout,atari_breakout_0
118000,4542255.5,38.4,18169022.0,atari_breakout,atari_breakout_0
120000,4622243.0,33.1,18488972.0,atari_breakout,atari_breakout_0
122000,4700059.5,40.2,18800238.0,atari_breakout,atari_breakout_0
124000,4770671.5,42.3,19082686.0,atari_breakout,atari_breakout_0
126000,4842990.0,50.8,19371960.0,atari_breakout,atari_breakout_0
128000,4923668.0,49.8,19694672.0,atari_breakout,atari_breakout_0
130000,4999027.0,57.2,19996108.0,atari_breakout,atari_breakout_0
132000,5072518.5,47.8,20290074.0,atari_breakout,atari_breakout_0
134000,5153787.5,50.2,20615150.0,atari_breakout,atari_breakout_0
136000,5228217.5,55.7,20912870.0,atari_breakout,atari_breakout_0
138000,5304121.0,74.1,21216484.0,atari_breakout,atari_breakout_0
140000,5381277.5,60.4,21525110.0,atari_breakout,atari_breakout_0
142000,5453945.5,67.9,21815782.0,atari_breakout,atari_breakout_0
144000,5530118.5,72.3,22120474.0,atari_breakout,atari_breakout_0
146000,5601203.5,73.1,22404814.0,atari_breakout,atari_breakout_0
148000,5679931.0,53.4,22719724.0,atari_breakout,atari_breakout_0
150000,5757675.0,69.2,23030700.0,atari_breakout,atari_breakout_0
152000,5824707.5,63.7,23298830.0,atari_breakout,atari_breakout_0
154000,5903866.0,63.1,23615464.0,atari_breakout,atari_breakout_0
156000,5985367.5,74.6,23941470.0,atari_breakout,atari_breakout_0
158000,6067393.0,77.2,24269572.0,atari_breakout,atari_breakout_0
160000,6143342.0,95.1,24573368.0,atari_breakout,atari_breakout_0
162000,6224592.0,80.0,24898368.0,atari_breakout,atari_breakout_0
164000,6301975.5,100.2,25207902.0,atari_breakout,atari_breakout_0
166000,6371810.5,87.1,25487242.0,atari_breakout,atari_breakout_0
168000,6451851.0,96.1,25807404.0,atari_breakout,atari_breakout_0
170000,6524239.0,104.4,26096956.0,atari_breakout,atari_breakout_0
172000,6605550.5,97.3,26422202.0,atari_breakout,atari_breakout_0
174000,6684887.0,105.4,26739548.0,atari_breakout,atari_breakout_0
176000,6762804.0,97.7,27051216.0,atari_breakout,atari_breakout_0
178000,6840244.0,93.8,27360976.0,atari_breakout,atari_breakout_0
180000,6916530.0,106.2,27666120.0,atari_breakout,atari_breakout_0
182000,6994166.5,123.7,27976666.0,atari_breakout,atari_breakout_0
184000,7073172.5,116.8,28292690.0,atari_breakout,atari_breakout_0
186000,7149314.0,105.0,28597256.0,atari_breakout,atari_breakout_0
188000,7225224.5,114.2,28900898.0,atari_breakout,atari_breakout_0
190000,7301381.5,118.2,29205526.0,atari_breakout,atari_breakout_0
192000,7381014.5,133.4,29524058.0,atari_breakout,atari_breakout_0
194000,7462717.0,150.9,29850868.0,atari_breakout,atari_breakout_0
196000,7542432.0,143.7,30169728.0,atari_breakout,atari_breakout_0
198000,7616826.0,154.1,30467304.0,atari_breakout,atari_breakout_0
200000,7695340.0,139.1,30781360.0,atari_breakout,atari_breakout_0
202000,7777554.5,145.9,31110218.0,atari_breakout,atari_breakout_0
204000,7856897.0,146.1,31427588.0,atari_breakout,atari_breakout_0
206000,7936336.0,136.9,31745344.0,atari_breakout,atari_breakout_0
