env,method,run,env_steps,return
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,151000000.0,2560.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,152000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,153000000.0,2560.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,154000000.0,2120.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,155000000.0,2390.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,156000000.0,2600.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,157000000.0,2310.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,158000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,159000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,160000000.0,1720.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,161000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,162000000.0,2510.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,163000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,164000000.0,2300.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,165000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,166000000.0,2570.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,167000000.0,2570.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,168000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,169000000.0,2570.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,170000000.0,2560.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,171000000.0,2570.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,172000000.0,2520.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,173000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,174000000.0,2530.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,175000000.0,2560.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,176000000.0,2530.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,177000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,178000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,179000000.0,2600.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,180000000.0,2540.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,181000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,182000000.0,2600.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,183000000.0,2560.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,184000000.0,2550.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,185000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,186000000.0,2150.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,187000000.0,2540.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,188000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,189000000.0,2530.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,190000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,191000000.0,2600.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,192000000.0,2600.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,193000000.0,2590.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,194000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,195000000.0,2570.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,196000000.0,2500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,197000000.0,2530.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,198000000.0,2580.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_0,199000000.0,2130.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,1000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,2000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,3000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,4000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,5000000.0,10.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,6000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,7000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,8000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,9000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,10000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,11000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,12000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,13000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,14000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,15000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,16000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,17000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,18000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,19000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,20000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,21000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,22000000.0,0.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,23000000.0,40.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,24000000.0,90.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,25000000.0,160.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,26000000.0,180.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,27000000.0,130.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,28000000.0,260.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,29000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,30000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,31000000.0,440.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,32000000.0,420.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,33000000.0,430.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,34000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,35000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,36000000.0,450.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,37000000.0,470.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,38000000.0,450.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,39000000.0,470.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,40000000.0,430.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,41000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,42000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,43000000.0,400.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,44000000.0,420.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,45000000.0,410.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,46000000.0,440.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,47000000.0,420.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,48000000.0,410.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,49000000.0,430.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,50000000.0,410.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,51000000.0,460.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,52000000.0,500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,53000000.0,500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,54000000.0,460.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,55000000.0,450.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,56000000.0,440.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,57000000.0,470.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,58000000.0,390.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,59000000.0,500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,60000000.0,500.0
atari_montezuma_revenge,dreamerv2_g99,atari_montezuma_revenge_dreamerv2_1,61000000.0,500.0
